product_id,product_name,product_category,brand,launch_date,price,cost,supplier_id,stock_quantity,rating,warranty_period
PROD-OP177,Classic Bench Max 945,Furniture,Ashley,2023-12-24,2275.78,1615.39,SUP00347,492,4.5,51
PROD-CM974,Formal Dress Model 515,Apparel,Adidas,2024-12-27,270.93,201.1,SUP00277,77,4.5,2
PROD-YL929,Executive Ottoman Series 238,Furniture,Ethan Allen,2015-07-25,1765.92,1411.45,SUP00446,213,4.4,41
PROD-ZA332,Executive Bed Elite 910,Furniture,IKEA,2016-05-23,2221.15,1494.41,SUP00232,243,3.5,47
PROD-FI573,Elite Helmet X 145,Sports,Spalding,2023-11-06,484.15,316.43,SUP00364,141,4.8,9
PROD-EB280,Introduction to Cooking,Books,Pearson,2015-07-25,28.53,19.62,SUP00111,823,3.3,0
PROD-CR897,The Technology,Books,Scholastic,2016-05-08,48.18,39.17,SUP00434,229,3.4,0
PROD-YO561,Performance Golf Club Elite 664,Sports,Decathlon,2021-07-25,410.77,248.65,SUP00048,365,1.3,3
PROD-KH167,Formal Dress Max 436,Apparel,Puma,2021-03-02,118.84,86.5,SUP00297,224,4.7,2
PROD-YT955,Competition Basketball Max 155,Sports,Callaway,2022-08-19,566.76,343.71,SUP00413,704,3.5,10
PROD-WM163,Training Football Elite 275,Sports,TaylorMade,2017-10-13,414.57,301.34,SUP00163,1585,4.9,9
PROD-YT867,Pro Speaker Model 389,Electronics,Canon,2019-04-30,1205.66,908.49,SUP00495,384,4.6,18
PROD-NB324,All-Weather Football Pro 805,Sports,Spalding,2017-02-02,255.03,166.24,SUP00306,109,4.4,12
PROD-QN733,Introduction to Art,Books,Wiley,2018-05-31,21.24,13.26,SUP00448,75,3.6,0
PROD-WP981,Training Football Pro 468,Sports,Yonex,2023-06-10,290.66,227.71,SUP00074,281,4.1,3
PROD-HE741,Smart Trimmer Edition 513,Home & Garden,Philips,2017-02-04,260.37,201.78,SUP00346,884,3.0,19
PROD-DV230,Premium Monitor Elite 897,Electronics,Asus,2022-06-20,1365.13,1054.31,SUP00268,222,4.0,33
PROD-XV794,Deluxe Heater Edition 755,Home & Garden,Philips,2020-03-13,500.0,396.29,SUP00500,383,4.2,8
PROD-NL306,Essential Heater Series 132,Home & Garden,Philips,2024-08-23,353.27,256.38,SUP00267,461,3.4,14
PROD-ZA350,Comfort Shoes Elite 620,Apparel,Uniqlo,2019-09-04,300.0,212.45,SUP00032,164,3.9,6
PROD-ES471,Digital Headphones Plus 973,Electronics,Dell,2022-05-15,671.83,419.08,SUP00106,160,3.0,27
PROD-EA853,Classic Sneakers Elite 411,Apparel,Gap,2020-02-07,168.39,138.95,SUP00419,195,2.6,4
PROD-TV237,The Science,Books,Simon & Schuster,2018-03-06,28.09,22.34,SUP00451,272,4.4,0
PROD-XV258,Outdoor Tennis Racket X 732,Sports,Spalding,2015-01-15,667.59,469.4,SUP00372,600,4.3,8
PROD-RX287,Comfort Pants Model 871,Apparel,Gap,2023-11-15,242.46,205.6,SUP00105,75,4.5,5
PROD-MD218,4K TV Max 967,Electronics,Sony,2022-12-06,532.33,383.61,SUP00164,458,4.0,27
PROD-EJ858,Classic Desk Pro 687,Furniture,Wayfair,2020-11-20,733.83,588.43,SUP00279,252,3.2,38
PROD-TG362,Performance Gloves X 494,Sports,TaylorMade,2018-04-09,435.56,328.56,SUP00389,460,4.6,3
PROD-YH747,Essential Vacuum Elite 468,Home & Garden,KitchenAid,2024-09-07,211.97,171.06,SUP00190,80,4.2,24
PROD-OW455,Elite Basketball Elite 160,Sports,TaylorMade,2019-12-21,746.56,485.77,SUP00350,1185,4.4,7
PROD-WO515,Regular Pants Pro 178,Apparel,Under Armour,2016-11-20,210.78,169.5,SUP00267,219,4.1,4
PROD-QM599,Executive Bench X 153,Furniture,Ethan Allen,2023-06-13,656.57,511.97,SUP00488,266,4.6,57
PROD-EI861,Casual T-Shirt Edition 142,Apparel,Adidas,2018-08-15,192.6,154.71,SUP00469,147,4.6,3
PROD-GO318,Elite Dumbbell Set Max 680,Sports,Yonex,2022-06-07,485.61,336.75,SUP00035,176,4.1,5
PROD-QW899,Regular Jeans Max 445,Apparel,Puma,2023-05-27,92.73,76.59,SUP00200,395,4.0,3
PROD-VB720,Comfort Jeans Series 892,Apparel,Uniqlo,2018-05-28,72.85,53.71,SUP00431,136,4.2,2
PROD-UQ377,Performance Football Elite 357,Sports,Columbia,2019-01-31,272.18,225.92,SUP00303,571,3.9,6
PROD-VS780,Professional Iron Elite 737,Home & Garden,Black+Decker,2017-02-28,156.5,122.02,SUP00361,261,4.0,15
PROD-KC673,Modern Bed Plus 412,Furniture,Pottery Barn,2023-03-29,1887.5,1323.37,SUP00291,914,4.2,13
PROD-DL835,Classic T-Shirt Edition 116,Apparel,H&M,2018-08-25,168.3,136.84,SUP00308,836,3.6,4
PROD-LM803,Eco Toaster Plus 151,Home & Garden,Scotts,2024-10-02,474.52,353.27,SUP00334,255,2.6,11
PROD-XX676,Mastering Business,Books,Scholastic,2022-08-26,25.56,19.48,SUP00366,940,2.5,0
PROD-QF750,Sport Sweater X 965,Apparel,Levi's,2019-02-18,177.77,139.69,SUP00058,683,3.7,6
PROD-ND362,Smart Headphones Elite 413,Electronics,Canon,2022-05-26,1337.21,861.36,SUP00174,510,3.9,29
PROD-WQ456,All-Weather Golf Club X 210,Sports,Yonex,2022-03-29,137.49,90.39,SUP00494,553,4.8,3
PROD-IA578,HD Smartphone Model 355,Electronics,Nikon,2021-09-17,669.66,498.49,SUP00014,549,4.4,12
PROD-VC833,Complete Business,Books,Hachette,2018-07-20,20.98,16.04,SUP00474,406,3.9,0
PROD-HI657,Performance Gloves Model 848,Sports,The North Face,2015-07-13,800.0,515.93,SUP00379,339,2.3,6
PROD-PJ245,Deluxe Toaster Series 251,Home & Garden,Dyson,2018-08-05,335.68,263.44,SUP00465,318,4.0,22
PROD-PK296,Performance Dumbbell Set Elite 935,Sports,Decathlon,2018-02-19,260.09,197.31,SUP00401,135,4.3,12
PROD-DJ262,Slim Fit Shoes Edition 496,Apparel,Nike,2016-09-24,212.18,142.53,SUP00434,74,4.6,3
PROD-YL683,Performance Yoga Mat Max 268,Sports,Adidas,2023-04-23,156.01,107.39,SUP00475,547,3.9,5
PROD-BA564,Contemporary Bench Edition 426,Furniture,Ashley,2020-09-16,892.83,610.91,SUP00332,661,2.8,58
PROD-QL328,Pro TV Plus 604,Electronics,LG,2023-10-16,1910.76,1601.58,SUP00094,436,3.9,30
PROD-DH493,Formal Shirt Edition 871,Apparel,H&M,2024-01-18,183.11,153.69,SUP00498,904,3.6,2
PROD-YZ648,All-Weather Yoga Mat Pro 496,Sports,Decathlon,2015-07-09,458.7,374.52,SUP00135,116,3.4,3
PROD-PL134,Training Dumbbell Set Plus 618,Sports,Decathlon,2016-08-10,339.01,284.02,SUP00183,272,4.8,8
PROD-EY111,Performance Helmet X 231,Sports,Spalding,2018-09-02,236.58,169.25,SUP00295,657,3.3,6
PROD-CE856,Pro Router Elite 469,Electronics,Apple,2017-05-23,1734.93,1301.27,SUP00235,156,3.9,34
PROD-QZ172,Complete Philosophy,Books,Wiley,2024-03-14,19.42,13.72,SUP00482,454,4.6,0
PROD-DU829,Executive Bed Plus 986,Furniture,IKEA,2020-11-11,2385.07,1797.42,SUP00101,286,3.7,15
PROD-BB158,The Science,Books,Penguin,2022-03-24,54.83,40.8,SUP00102,172,3.9,0
PROD-OY371,Vintage Dresser Elite 807,Furniture,Havertys,2017-02-16,2269.75,1810.69,SUP00404,88,3.4,38
PROD-PL324,Comfort Jacket Plus 434,Apparel,Uniqlo,2020-03-04,124.02,88.15,SUP00433,434,2.7,2
PROD-MJ448,HD Headphones Edition 804,Electronics,Canon,2019-03-23,694.47,560.91,SUP00060,219,3.4,11
PROD-RB571,Heavy Duty Fan X 991,Home & Garden,Miracle-Gro,2024-11-28,232.0,152.98,SUP00360,490,3.4,24
PROD-IF964,4K Speaker X 981,Electronics,Apple,2017-05-26,889.47,666.62,SUP00105,289,3.9,30
PROD-EK157,Indoor Football Series 997,Sports,Wilson,2017-12-05,545.33,338.67,SUP00187,286,4.2,9
PROD-KM905,Regular T-Shirt Plus 426,Apparel,Zara,2019-02-17,88.06,60.98,SUP00033,87,3.4,3
PROD-MI644,Compact Mixer Elite 898,Home & Garden,Philips,2017-03-28,320.75,218.72,SUP00163,130,4.6,20
PROD-DC553,Rustic Bookshelf Max 504,Furniture,IKEA,2022-08-25,1998.84,1653.27,SUP00227,319,4.3,17
PROD-BI870,Deluxe Mixer Edition 757,Home & Garden,Miracle-Gro,2016-10-08,297.38,208.34,SUP00492,214,3.2,23
PROD-LM414,HD Camera X 618,Electronics,HP,2020-07-05,1038.96,715.76,SUP00351,375,3.9,20
PROD-BL296,4K Router X 177,Electronics,Samsung,2016-11-03,731.1,475.83,SUP00091,163,4.7,18
PROD-IV303,Competition Football Series 128,Sports,Adidas,2016-08-25,147.3,113.09,SUP00191,1003,3.3,10
PROD-VC616,Sport Sneakers X 586,Apparel,Zara,2022-02-21,96.23,79.01,SUP00068,306,3.7,5
PROD-QM258,Modern Desk Max 739,Furniture,IKEA,2017-05-20,636.72,420.84,SUP00336,527,4.0,48
PROD-CR307,Executive Chair Edition 296,Furniture,Havertys,2023-11-11,2009.28,1658.09,SUP00143,1013,4.0,30
PROD-BK891,A Guide to Philosophy,Books,Penguin,2019-02-10,41.46,34.8,SUP00312,296,4.4,0
PROD-UN141,Premium Tablet Series 162,Electronics,Dell,2023-03-09,1878.09,1522.43,SUP00370,427,4.8,9
PROD-YJ362,Training Football Elite 591,Sports,Wilson,2022-07-12,306.86,196.19,SUP00356,613,4.3,10
PROD-PS756,Wireless Monitor Plus 940,Electronics,Canon,2017-06-08,1525.94,1131.93,SUP00202,244,4.3,30
PROD-GC290,All-Weather Tennis Racket X 751,Sports,Decathlon,2016-04-17,382.95,233.31,SUP00139,141,4.3,3
PROD-BB664,Practical Technology,Books,Oxford,2016-07-09,17.35,12.31,SUP00242,412,3.4,0
PROD-UX850,Performance Yoga Mat Edition 966,Sports,Callaway,2017-10-01,507.81,392.95,SUP00388,898,4.0,11
PROD-ZW440,Sport Sweater Edition 757,Apparel,Levi's,2018-05-23,225.16,163.87,SUP00003,456,4.3,2
PROD-VN753,4K Monitor Pro 766,Electronics,HP,2023-05-07,1173.37,803.84,SUP00055,163,4.7,17
PROD-MY726,Executive Cabinet Max 978,Furniture,Crate & Barrel,2022-04-22,2341.63,1683.01,SUP00456,592,3.1,23
PROD-KK189,Compact Fan X 687,Home & Garden,Black+Decker,2020-03-24,232.68,143.41,SUP00290,513,4.0,11
PROD-YT358,All-Weather Football Plus 256,Sports,Spalding,2015-01-16,272.36,224.2,SUP00356,147,4.7,11
PROD-QK489,Compact Ottoman Plus 358,Furniture,Pottery Barn,2023-05-19,1592.41,1225.66,SUP00374,919,2.0,17
PROD-WA815,Modern Dresser Model 525,Furniture,Rooms To Go,2024-07-09,1854.97,1520.42,SUP00274,150,4.7,52
PROD-QK354,Introduction to Art,Books,Wiley,2021-12-09,23.0,15.37,SUP00369,583,4.5,0
PROD-EF107,Ultra Speaker Pro 766,Electronics,Samsung,2020-11-19,410.09,331.57,SUP00402,606,3.8,27
PROD-SV336,Formal Shoes Max 140,Apparel,Forever 21,2021-01-11,148.74,95.76,SUP00452,7,4.9,0
PROD-CA828,Formal Shirt Edition 459,Apparel,Forever 21,2021-01-30,102.71,72.93,SUP00077,220,3.4,0
PROD-TE951,Premium Toaster X 636,Home & Garden,Black+Decker,2015-08-18,201.62,164.91,SUP00459,330,3.4,23
PROD-DI121,Ultra Laptop X 866,Electronics,Lenovo,2017-06-09,1068.74,662.75,SUP00388,557,4.7,33
PROD-LS544,Outdoor Golf Club Model 794,Sports,TaylorMade,2018-10-30,249.34,166.53,SUP00253,396,4.9,11
PROD-WX849,Formal Dress Edition 172,Apparel,Uniqlo,2017-06-11,170.67,115.41,SUP00311,682,4.3,5
PROD-DW259,Wireless TV Elite 876,Electronics,Sony,2018-02-01,758.36,482.57,SUP00186,250,3.3,35
PROD-ME246,Rustic Bookshelf Series 455,Furniture,La-Z-Boy,2024-07-13,1414.91,1083.45,SUP00190,76,4.2,57
PROD-ZN122,Wireless Smartphone Pro 753,Electronics,Apple,2020-07-05,1134.57,795.31,SUP00237,283,4.0,18
PROD-UL995,Formal Dress Plus 658,Apparel,Forever 21,2024-02-19,189.08,150.93,SUP00088,260,3.7,0
PROD-CX650,Performance Bicycle Pro 932,Sports,The North Face,2022-09-10,203.44,154.84,SUP00473,407,2.5,10
PROD-BN441,Training Helmet Max 593,Sports,Spalding,2015-12-08,206.1,135.82,SUP00226,335,3.3,5
PROD-BH383,Comfort Pants Model 430,Apparel,H&M,2018-04-08,244.22,147.39,SUP00300,327,4.2,6
PROD-OF830,Classic Shoes Series 274,Apparel,H&M,2019-03-06,124.37,104.88,SUP00028,91,3.6,6
PROD-QS206,Modern Ottoman Elite 299,Furniture,IKEA,2017-12-25,1811.56,1095.08,SUP00469,342,3.6,22
PROD-YI189,Contemporary Ottoman Max 360,Furniture,Havertys,2015-04-29,1115.26,874.8,SUP00331,621,3.1,37
PROD-EE666,Casual T-Shirt Edition 513,Apparel,Zara,2019-10-26,143.37,93.94,SUP00283,561,4.5,6
PROD-OD171,Modern Desk Model 656,Furniture,Wayfair,2018-10-10,3000.0,2086.11,SUP00387,206,3.5,52
PROD-HW717,Indoor Tennis Racket Model 887,Sports,Wilson,2016-05-29,137.57,100.26,SUP00341,1011,4.6,4
PROD-TQ326,Premium Iron Edition 337,Home & Garden,Dyson,2020-11-30,127.18,79.01,SUP00442,154,3.0,12
PROD-QW484,Mastering Cooking,Books,Hachette,2023-01-03,60.0,45.44,SUP00408,512,2.9,0
PROD-XP600,Smart Tablet Pro 544,Electronics,Apple,2016-06-07,1020.28,829.08,SUP00388,428,3.4,15
PROD-EP544,Professional Lawn Mower Pro 299,Home & Garden,Cuisinart,2015-12-17,403.05,330.38,SUP00317,223,4.1,10
PROD-AA802,A Guide to Fiction,Books,Pearson,2022-10-12,44.53,31.31,SUP00241,123,4.6,0
PROD-CQ596,4K TV Pro 892,Electronics,Lenovo,2022-10-30,1481.17,1234.48,SUP00410,456,4.2,13
PROD-OA459,Compact Bookshelf Edition 366,Furniture,IKEA,2019-01-01,3000.0,2289.24,SUP00171,69,3.5,51
PROD-QM171,Introduction to Business,Books,Oxford,2015-01-27,28.82,22.02,SUP00395,578,3.9,0
PROD-LP878,4K Laptop Pro 532,Electronics,Samsung,2023-01-29,772.51,566.07,SUP00042,807,4.2,27
PROD-FE467,Slim Fit Jeans Pro 242,Apparel,Levi's,2023-05-10,244.29,199.33,SUP00049,484,3.8,4
PROD-YA836,Premium Smartphone Elite 105,Electronics,Apple,2022-01-01,1267.99,964.12,SUP00320,327,4.8,15
PROD-JT816,Classic Bed Model 209,Furniture,West Elm,2017-03-07,1144.03,770.71,SUP00278,888,3.7,31
PROD-NY113,All-Weather Dumbbell Set Series 800,Sports,Nike,2022-12-09,568.53,456.01,SUP00178,172,3.6,7
PROD-DI419,Wireless TV Edition 228,Electronics,Sony,2016-05-31,1976.37,1495.45,SUP00288,244,4.8,25
PROD-IY869,Premium Tablet Max 891,Electronics,Asus,2019-06-17,819.56,549.32,SUP00248,181,3.7,30
PROD-CA185,Compact Dresser Elite 838,Furniture,Havertys,2020-03-31,2199.91,1668.76,SUP00269,34,3.6,49
PROD-VH643,Premium Dress Pro 379,Apparel,Puma,2015-08-16,214.98,150.66,SUP00140,47,4.0,3
PROD-QI860,Competition Dumbbell Set Max 275,Sports,Spalding,2016-12-15,519.41,436.27,SUP00466,477,4.1,8
PROD-MV460,Ultra Printer Elite 432,Electronics,Nikon,2019-01-04,1887.11,1269.75,SUP00348,233,2.9,20
PROD-ST849,The Science,Books,HarperCollins,2017-09-18,44.53,31.91,SUP00426,203,4.5,0
PROD-ND244,Training Yoga Mat Max 783,Sports,Callaway,2018-05-30,247.49,206.51,SUP00303,413,4.5,12
PROD-CJ290,Premium Tablet Pro 567,Electronics,Lenovo,2023-07-22,1588.08,1042.88,SUP00392,401,4.8,25
PROD-RF483,Sport Shirt Edition 187,Apparel,Levi's,2016-05-08,147.48,98.1,SUP00378,137,4.3,1
PROD-OE829,Essential Cooking,Books,Penguin,2020-03-15,39.32,33.1,SUP00391,693,3.3,0
PROD-XW142,Training Basketball Max 776,Sports,Spalding,2024-08-21,491.48,363.2,SUP00403,78,3.8,3
PROD-AT926,Rustic Cabinet Edition 602,Furniture,Ethan Allen,2017-06-24,2064.91,1614.91,SUP00427,47,4.0,14
PROD-HA704,Luxury Ottoman Pro 779,Furniture,Pottery Barn,2016-12-15,1101.22,872.44,SUP00298,201,4.1,39
PROD-BS383,Pro Camera Plus 670,Electronics,Lenovo,2024-02-17,891.07,707.45,SUP00187,101,3.5,21
PROD-ZY207,Elite Helmet Model 373,Sports,Wilson,2022-04-16,410.65,266.35,SUP00269,341,3.3,8
PROD-SI275,Smart Speaker Series 342,Electronics,LG,2016-02-06,1190.1,962.19,SUP00303,225,4.5,8
PROD-AC267,Premium Heater X 631,Home & Garden,Cuisinart,2017-12-25,133.82,103.2,SUP00233,476,4.7,13
PROD-FM436,Smart Router Model 383,Electronics,Dell,2024-04-14,1179.8,719.01,SUP00326,88,2.7,6
PROD-GP586,Sport Dress Max 680,Apparel,Nike,2024-08-19,300.0,234.45,SUP00279,182,3.6,3
PROD-JI272,Formal Shoes Model 959,Apparel,Gap,2023-04-16,151.95,93.1,SUP00355,163,4.7,5
PROD-HK547,Premium Sweater Model 468,Apparel,Nike,2024-11-06,67.79,47.6,SUP00003,106,4.2,0
PROD-GX181,Luxury Bench Model 328,Furniture,Ethan Allen,2015-03-17,913.96,562.88,SUP00416,408,4.7,39
PROD-YL631,4K Smartphone Max 549,Electronics,Apple,2021-06-06,1059.63,644.96,SUP00463,119,3.4,20
PROD-QT540,4K Printer Max 120,Electronics,Canon,2023-11-02,1499.94,1104.17,SUP00308,215,4.3,28
PROD-GM644,Smart Speaker Max 659,Electronics,Canon,2021-11-02,619.6,442.01,SUP00168,530,4.4,15
PROD-JW892,Professional Vacuum X 521,Home & Garden,OXO,2017-03-15,340.38,213.65,SUP00243,446,3.9,21
PROD-ON344,Premium Tablet Elite 374,Electronics,Dell,2023-03-13,907.32,682.81,SUP00470,428,4.3,22
PROD-BQ667,Deluxe Trimmer Pro 796,Home & Garden,Rubbermaid,2016-12-02,331.46,257.96,SUP00341,498,4.3,16
PROD-XS721,Mastering Cooking,Books,Simon & Schuster,2019-11-01,37.35,27.57,SUP00159,234,3.4,0
PROD-AP690,Competition Helmet Max 171,Sports,Nike,2021-05-12,144.45,109.74,SUP00277,78,4.0,7
PROD-JF163,Casual Jacket Elite 673,Apparel,Gap,2015-03-01,261.14,205.52,SUP00289,40,3.7,2
PROD-AN393,Digital Printer Pro 393,Electronics,Nikon,2024-11-13,984.58,829.02,SUP00086,3,3.8,35
PROD-DG612,Mastering Business,Books,Macmillan,2018-11-23,14.08,10.99,SUP00190,905,4.6,0
PROD-GD712,Premium Dress Plus 144,Apparel,Under Armour,2016-04-01,140.75,111.99,SUP00272,257,3.6,2
PROD-JX821,Casual Shirt Model 822,Apparel,Uniqlo,2015-10-16,164.57,101.76,SUP00118,786,3.2,5
PROD-EH139,4K Smartphone Elite 285,Electronics,Dell,2015-09-22,2000.0,1209.59,SUP00080,424,4.8,29
PROD-WH305,Ultra Speaker Model 272,Electronics,Dell,2021-01-19,641.7,467.17,SUP00201,567,3.0,22
PROD-VK805,Eco Lawn Mower Elite 172,Home & Garden,KitchenAid,2023-11-22,213.84,138.34,SUP00059,504,4.0,14
PROD-EZ101,Premium Headphones Series 223,Electronics,Canon,2015-02-22,731.32,458.87,SUP00108,140,4.2,19
PROD-SW924,Ultra Tablet X 136,Electronics,HP,2024-01-22,1465.63,1202.67,SUP00492,301,4.6,6
PROD-RJ719,Sport Shoes Edition 389,Apparel,H&M,2021-11-10,162.23,112.31,SUP00431,617,4.1,6
PROD-WM193,A Guide to Philosophy,Books,Hachette,2017-07-31,30.66,18.95,SUP00468,346,3.9,0
PROD-FK520,Luxury Cabinet Series 435,Furniture,Wayfair,2018-03-26,1266.12,813.04,SUP00455,387,3.8,36
PROD-JO765,Indoor Football Model 777,Sports,Nike,2018-06-10,542.85,435.11,SUP00246,259,3.3,4
PROD-XE926,Eco Iron X 665,Home & Garden,Rubbermaid,2017-04-12,313.83,210.86,SUP00114,38,3.1,7
PROD-JE946,Essential Travel,Books,Macmillan,2018-06-11,38.23,23.62,SUP00484,620,3.9,0
PROD-LL537,Heavy Duty Iron Elite 222,Home & Garden,KitchenAid,2017-03-14,122.54,102.64,SUP00469,1678,3.9,10
PROD-YJ488,4K Printer X 518,Electronics,Sony,2017-11-05,847.22,559.81,SUP00121,439,2.7,29
PROD-AC575,Wireless Camera X 435,Electronics,Canon,2017-08-31,1592.88,1274.87,SUP00406,368,4.7,9
PROD-GN143,Eco Blender Max 846,Home & Garden,Cuisinart,2020-12-16,260.21,210.46,SUP00299,108,4.6,11
PROD-WJ950,Ultra Speaker Pro 405,Electronics,LG,2021-12-02,2000.0,1284.36,SUP00332,385,4.7,25
PROD-CT353,Training Helmet Edition 516,Sports,Spalding,2021-06-04,679.05,565.61,SUP00464,411,3.9,6
PROD-SS607,Pro Gloves Model 599,Sports,Wilson,2024-08-19,638.21,435.15,SUP00291,359,4.6,3
PROD-LH574,Premium Pants Series 298,Apparel,Puma,2015-04-09,213.45,131.54,SUP00192,614,4.1,0
PROD-ZZ260,Sport Sneakers X 404,Apparel,Adidas,2022-06-15,233.81,177.75,SUP00319,222,3.9,2
PROD-BW449,Ultra Laptop Elite 905,Electronics,Apple,2024-02-19,1010.1,746.59,SUP00271,115,4.9,18
PROD-KL281,The Art,Books,Scholastic,2018-07-02,45.54,34.04,SUP00133,302,4.6,0
PROD-GB813,Compact Bench Elite 306,Furniture,Pottery Barn,2016-09-04,3000.0,2151.96,SUP00093,68,4.1,32
PROD-VE196,Premium Mixer Pro 873,Home & Garden,Cuisinart,2023-12-12,208.05,156.42,SUP00423,443,4.4,17
PROD-JK101,Wireless Headphones Max 840,Electronics,Sony,2022-11-12,2000.0,1601.67,SUP00141,101,4.6,8
PROD-XX547,Luxury Table Elite 984,Furniture,Ashley,2024-02-11,1553.61,1289.73,SUP00114,936,4.7,32
PROD-WC404,Elite Bicycle Edition 643,Sports,The North Face,2016-02-02,243.32,205.19,SUP00160,250,4.2,12
PROD-PB651,Executive Bench Model 683,Furniture,Crate & Barrel,2019-11-06,1832.95,1532.25,SUP00037,311,4.5,39
PROD-IN449,Casual Dress Model 539,Apparel,Puma,2020-07-01,300.0,199.66,SUP00373,384,3.6,4
PROD-VD561,Professional Trimmer Pro 694,Home & Garden,Scotts,2024-07-28,239.37,165.3,SUP00363,269,3.9,15
PROD-TO798,A Guide to Art,Books,Pearson,2019-10-11,36.32,24.88,SUP00045,199,4.0,0
PROD-ZF242,Heavy Duty Mixer Max 892,Home & Garden,KitchenAid,2017-12-25,500.0,417.05,SUP00095,367,4.1,13
PROD-QF485,Contemporary Ottoman Pro 759,Furniture,La-Z-Boy,2020-01-25,755.16,539.57,SUP00037,421,4.8,28
PROD-KL472,Elite Gloves Model 884,Sports,Spalding,2015-01-25,341.75,217.55,SUP00445,489,4.1,10
PROD-ZY572,Rustic Desk Pro 436,Furniture,West Elm,2020-11-20,789.0,519.87,SUP00263,125,3.6,27
PROD-QD306,Rustic Sofa Series 224,Furniture,Rooms To Go,2024-07-23,2180.86,1567.69,SUP00298,612,4.2,30
PROD-VJ334,Contemporary Cabinet Model 861,Furniture,Ethan Allen,2016-05-25,893.73,676.07,SUP00093,627,3.4,32
PROD-PH871,Sport Sneakers Max 649,Apparel,H&M,2022-08-26,133.13,83.31,SUP00039,159,3.8,1
PROD-JJ569,Smart Smartphone Plus 589,Electronics,Sony,2023-12-04,1388.03,931.39,SUP00312,175,4.1,12
PROD-UW391,Slim Fit Jacket Model 107,Apparel,H&M,2021-05-21,109.73,71.92,SUP00031,219,4.7,3
PROD-JG533,Premium Fan X 557,Home & Garden,Philips,2016-07-21,223.21,141.0,SUP00023,128,3.9,10
PROD-FS282,Contemporary Chair X 904,Furniture,La-Z-Boy,2021-12-19,1302.2,953.85,SUP00360,234,4.4,60
PROD-KH788,Performance Tennis Racket X 951,Sports,Yonex,2024-10-29,137.87,83.17,SUP00336,56,4.0,6
PROD-QF973,Premium Monitor Elite 794,Electronics,Asus,2016-05-31,490.38,396.25,SUP00209,281,2.6,24
PROD-ZU438,HD Printer Max 371,Electronics,Nikon,2016-12-05,1289.37,891.05,SUP00150,171,4.1,28
PROD-KW984,Professional Toaster Model 222,Home & Garden,Scotts,2022-10-25,450.1,351.37,SUP00081,418,3.3,23
PROD-BQ259,Competition Football Model 231,Sports,The North Face,2017-12-23,598.96,372.23,SUP00465,151,3.6,10
PROD-GT156,Eco Heater Max 720,Home & Garden,Scotts,2018-04-15,172.98,138.21,SUP00243,145,1.5,20
PROD-RW600,Regular Dress Plus 680,Apparel,H&M,2019-12-26,285.64,183.69,SUP00093,1257,4.5,3
PROD-RU117,Competition Football Model 267,Sports,The North Face,2020-10-19,800.0,651.05,SUP00117,519,3.9,12
PROD-XL539,Essential Iron X 978,Home & Garden,Philips,2018-01-06,233.19,196.84,SUP00391,91,4.2,8
PROD-EF210,Training Yoga Mat Edition 636,Sports,Wilson,2016-11-23,247.86,205.39,SUP00455,632,3.6,7
PROD-JO104,Essential Technology,Books,HarperCollins,2018-06-08,25.48,17.01,SUP00379,437,4.4,0
PROD-CU637,Classic Bench Max 247,Furniture,La-Z-Boy,2023-10-01,1364.07,1061.24,SUP00187,562,4.5,12
PROD-KN288,Luxury Bookshelf Edition 541,Furniture,Ashley,2019-06-03,1275.6,966.09,SUP00443,257,3.9,54
PROD-KQ455,Compact Toaster Max 392,Home & Garden,Cuisinart,2022-07-25,470.32,339.09,SUP00434,133,4.1,9
PROD-OO171,Practical Art,Books,Simon & Schuster,2020-09-24,7.28,4.66,SUP00228,1141,4.7,0
PROD-OS231,All-Weather Dumbbell Set Elite 443,Sports,Yonex,2020-11-15,465.18,350.23,SUP00486,491,4.1,5
PROD-FE937,Smart Smartphone Model 936,Electronics,HP,2020-10-24,938.7,673.57,SUP00471,299,4.8,31
PROD-VM146,Formal Shoes Pro 105,Apparel,Gap,2020-03-26,211.59,129.18,SUP00390,381,2.9,6
PROD-JB560,Performance Dumbbell Set Elite 616,Sports,The North Face,2024-05-11,644.57,411.89,SUP00365,495,4.2,7
PROD-QJ675,4K Monitor X 461,Electronics,Canon,2021-05-08,824.86,562.27,SUP00416,357,3.8,25
PROD-PN759,Essential Fan Model 959,Home & Garden,Dyson,2019-06-23,174.64,130.14,SUP00142,367,3.5,15
PROD-CM445,Introduction to Travel,Books,Macmillan,2023-04-21,60.0,43.91,SUP00288,480,3.9,0
PROD-FS794,Formal Jeans Max 922,Apparel,Uniqlo,2021-10-14,300.0,203.03,SUP00133,369,4.6,6
PROD-YI641,Deluxe Blender X 942,Home & Garden,Rubbermaid,2024-09-27,278.03,180.8,SUP00463,185,3.7,14
PROD-RY394,Slim Fit Boots Series 612,Apparel,Puma,2021-07-24,54.82,34.55,SUP00096,415,4.5,3
PROD-DN546,Eco Lawn Mower Series 392,Home & Garden,Scotts,2015-05-10,235.48,162.42,SUP00036,237,2.6,18
PROD-JD355,Complete Philosophy,Books,Cambridge,2019-09-14,60.0,47.32,SUP00408,925,4.5,0
PROD-GZ135,Regular Sneakers Plus 206,Apparel,Zara,2021-04-17,215.46,137.39,SUP00230,55,3.7,1
