transaction_id,transaction_date,department,transaction_type,description,amount,currency,profit_margin,cost_center,payment_method,approval_status
TXN-117771,2023-07-17,Sales,Revenue,Service Revenue,2104.57,USD,0.66,CC-SALES-01,Bank Transfer,Approved
TXN-126816,2023-07-17,Operations,Expense,Equipment Purchase,218.3,USD,,CC-OPS-04,UPI,Approved
TXN-105410,2023-07-17,IT,Expense,IT Support,20632.48,USD,,CC-IT-02,Bank Transfer,Approved
TXN-101476,2023-07-17,HR,Expense,Salaries,4856.74,GBP,,CC-HR-01,Credit,Approved
TXN-116107,2023-07-17,Operations,Revenue,Service Fees,2723.42,INR,0.46,CC-OPS-01,Bank Transfer,Rejected
TXN-103528,2023-07-17,Marketing,Expense,Advertising Spend,852.24,INR,,CC-MKT-03,Bank Transfer,Pending
TXN-127397,2023-07-18,Operations,Expense,Logistics Costs,5651.22,USD,,CC-OPS-04,UPI,Approved
TXN-115877,2023-07-18,HR,Expense,Payroll Taxes,4553.5,GBP,,CC-HR-01,Bank Transfer,Approved
TXN-121996,2023-07-18,Operations,Revenue,Operational Revenue,317.02,USD,0.53,CC-OPS-02,UPI,Approved
TXN-119306,2023-07-18,Operations,Expense,Equipment Purchase,2854.54,USD,,CC-OPS-03,Credit,Approved
TXN-119260,2023-07-18,Sales,Revenue,Contract Revenue,1547.83,USD,0.71,CC-SALES-01,Bank Transfer,Approved
TXN-117034,2023-07-18,Sales,Expense,Sales Commission,487.45,INR,,CC-SALES-01,Bank Transfer,Approved
TXN-115317,2023-07-18,IT,Expense,Cybersecurity,4954.98,USD,,CC-IT-01,Credit,Approved
TXN-125565,2023-07-18,Operations,Revenue,Consulting Revenue,3846.29,USD,0.38,CC-OPS-02,Bank Transfer,Approved
TXN-106101,2023-07-18,Marketing,Expense,Content Creation,22482.34,EUR,,CC-MKT-03,UPI,Approved
TXN-106418,2023-07-18,Sales,Revenue,Contract Revenue,1063.23,EUR,0.72,CC-SALES-01,UPI,Approved
TXN-105413,2023-07-18,Sales,Expense,Trade Show Costs,7597.64,USD,,CC-SALES-01,UPI,Approved
TXN-105692,2023-07-18,IT,Expense,IT Support,1322.75,EUR,,CC-IT-01,Bank Transfer,Approved
TXN-129589,2023-07-18,Operations,Expense,Utilities,288.13,USD,,CC-OPS-03,Credit,Approved
TXN-103813,2023-07-18,HR,Expense,Training Programs,5213.75,INR,,CC-HR-02,Bank Transfer,Approved
TXN-100324,2023-07-18,HR,Expense,Recruitment Costs,13882.16,INR,,CC-HR-01,Bank Transfer,Approved
TXN-122077,2023-07-18,HR,Expense,Training Programs,15747.46,INR,,CC-HR-01,Bank Transfer,Approved
TXN-108075,2023-07-18,Operations,Expense,Maintenance,3915.17,USD,,CC-OPS-03,Credit,Rejected
TXN-112821,2023-07-18,HR,Expense,Salaries,3519.14,USD,,CC-HR-02,Credit,Approved
TXN-102892,2023-07-18,Operations,Expense,Logistics Costs,11670.08,GBP,,CC-OPS-01,UPI,Approved
TXN-113296,2023-07-18,IT,Expense,Network Costs,6432.79,USD,,CC-IT-02,Credit,Approved
TXN-109952,2023-07-18,IT,Expense,Cloud Infrastructure,16155.2,USD,,CC-IT-01,UPI,Approved
TXN-128328,2023-07-18,Sales,Revenue,Product Sales,36384.31,USD,0.58,CC-SALES-03,Cash,Approved
TXN-116296,2023-07-18,Sales,Expense,Sales Tools,3227.36,EUR,,CC-SALES-03,Bank Transfer,Approved
TXN-122392,2023-07-18,Operations,Expense,Logistics Costs,2311.62,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-119932,2023-07-18,IT,Expense,Hardware Purchase,6512.95,INR,,CC-IT-01,Credit,Approved
TXN-125068,2023-07-18,Sales,Revenue,Contract Revenue,225820.9,USD,0.45,CC-SALES-01,Bank Transfer,Approved
TXN-108838,2023-07-18,HR,Expense,Salaries,2229.14,USD,,CC-HR-01,Credit,Pending
TXN-117800,2023-07-18,Operations,Expense,Utilities,3503.81,EUR,,CC-OPS-03,Credit,Approved
TXN-127799,2023-07-18,Sales,Revenue,Subscription Revenue,7060.07,GBP,0.69,CC-SALES-02,Credit,Pending
TXN-106972,2023-07-18,Operations,Expense,Office Rent,677.94,INR,,CC-OPS-01,UPI,Approved
TXN-129609,2023-07-18,Operations,Revenue,Operational Revenue,2094.18,INR,0.41,CC-OPS-01,Bank Transfer,Approved
TXN-116063,2023-07-18,IT,Expense,Software Licenses,50.24,INR,,CC-IT-01,Credit,Approved
TXN-124527,2023-07-18,Operations,Expense,Office Rent,558.78,USD,,CC-OPS-04,UPI,Approved
TXN-127429,2023-07-18,Sales,Revenue,Subscription Revenue,2554.34,EUR,0.78,CC-SALES-01,Credit,Pending
TXN-106732,2023-07-19,Marketing,Revenue,Sponsorship Income,5038.56,USD,0.42,CC-MKT-02,Bank Transfer,Approved
TXN-125527,2023-07-19,Marketing,Expense,Brand Development,2187.19,EUR,,CC-MKT-01,Bank Transfer,Approved
TXN-113828,2023-07-19,Sales,Revenue,Product Sales,4949.12,USD,0.51,CC-SALES-02,Bank Transfer,Approved
TXN-101959,2023-07-19,Sales,Revenue,Contract Revenue,4017.67,USD,0.57,CC-SALES-01,Bank Transfer,Pending
TXN-105334,2023-07-19,IT,Expense,Network Costs,502.53,EUR,,CC-IT-02,UPI,Approved
TXN-100517,2023-07-19,HR,Expense,Employee Events,2915.88,INR,,CC-HR-01,Credit,Approved
TXN-123379,2023-07-19,IT,Expense,Cloud Infrastructure,661490.54,USD,,CC-IT-02,Credit,Approved
TXN-113308,2023-07-19,HR,Expense,Employee Events,29782.97,USD,,CC-HR-02,Bank Transfer,Approved
TXN-108588,2023-07-19,IT,Expense,Network Costs,427.73,USD,,CC-IT-02,Credit,Approved
TXN-125707,2023-07-19,Sales,Revenue,Product Sales,8996.79,USD,0.6,CC-SALES-01,Bank Transfer,Approved
TXN-110315,2023-07-19,Operations,Expense,Equipment Purchase,436.11,USD,,CC-OPS-03,Bank Transfer,Pending
TXN-112532,2023-07-19,Sales,Revenue,Product Sales,20277.85,USD,0.79,CC-SALES-03,Bank Transfer,Pending
TXN-101140,2023-07-19,IT,Revenue,IT Services Revenue,6727.56,EUR,0.56,CC-IT-02,Bank Transfer,Approved
TXN-112157,2023-07-19,Sales,Revenue,License Sales,38393.14,USD,0.63,CC-SALES-01,Bank Transfer,Approved
TXN-101431,2023-07-19,HR,Expense,Employee Events,14450.59,INR,,CC-HR-02,Bank Transfer,Approved
TXN-111340,2023-07-19,Sales,Revenue,Contract Revenue,8576.73,INR,0.53,CC-SALES-03,Bank Transfer,Approved
TXN-120346,2023-07-19,HR,Expense,Benefits,2946.51,USD,,CC-HR-01,Credit,Approved
TXN-123380,2023-07-19,Sales,Revenue,Subscription Revenue,75960.19,GBP,0.76,CC-SALES-01,Bank Transfer,Approved
TXN-129864,2023-07-19,Operations,Expense,Supplies,1022.87,INR,,CC-OPS-04,Credit,Rejected
TXN-119593,2023-07-19,Sales,Expense,Sales Tools,420.75,USD,,CC-SALES-03,Credit,Approved
TXN-118783,2023-07-19,Sales,Expense,Travel Expenses,425.79,INR,,CC-SALES-01,UPI,Approved
TXN-119829,2023-07-19,Sales,Expense,Sales Commission,5114.63,INR,,CC-SALES-01,Cash,Approved
TXN-127972,2023-07-19,IT,Revenue,Cloud Services Revenue,9282.27,INR,0.86,CC-IT-01,Credit,Approved
TXN-104306,2023-07-19,IT,Revenue,Software Sales,1203.44,EUR,0.72,CC-IT-01,Cash,Approved
TXN-112146,2023-07-19,IT,Expense,IT Support,7639.94,USD,,CC-IT-01,Bank Transfer,Approved
TXN-102157,2023-07-19,Marketing,Expense,Advertising Spend,485.07,USD,,CC-MKT-03,Bank Transfer,Rejected
TXN-107412,2023-07-19,Sales,Revenue,Service Revenue,44967.48,INR,0.72,CC-SALES-03,Bank Transfer,Approved
TXN-114447,2023-07-19,Operations,Expense,Equipment Purchase,1478.42,EUR,,CC-OPS-03,UPI,Approved
TXN-102808,2023-07-19,Sales,Expense,Sales Tools,934.91,INR,,CC-SALES-01,Credit,Approved
TXN-124029,2023-07-19,Marketing,Expense,Content Creation,1428.01,INR,,CC-MKT-02,Bank Transfer,Pending
TXN-115482,2023-07-19,Sales,Revenue,Service Revenue,2945.54,INR,0.7,CC-SALES-03,Bank Transfer,Approved
TXN-118915,2023-07-19,Operations,Expense,Maintenance,5518.72,GBP,,CC-OPS-03,Bank Transfer,Pending
TXN-128110,2023-07-19,Sales,Expense,Trade Show Costs,419.79,INR,,CC-SALES-01,Bank Transfer,Approved
TXN-120736,2023-07-19,Operations,Expense,Utilities,3476.34,USD,,CC-OPS-02,Bank Transfer,Approved
TXN-128968,2023-07-19,Sales,Revenue,Subscription Revenue,7196.72,USD,0.58,CC-SALES-03,Bank Transfer,Approved
TXN-112336,2023-07-19,HR,Expense,Payroll Taxes,17923.21,USD,,CC-HR-02,Bank Transfer,Pending
TXN-129793,2023-07-19,Sales,Expense,Trade Show Costs,1012.59,EUR,,CC-SALES-02,Bank Transfer,Approved
TXN-111971,2023-07-19,Marketing,Expense,SEO Services,744.98,EUR,,CC-MKT-01,UPI,Approved
TXN-128286,2023-07-19,HR,Expense,Payroll Taxes,6230.01,EUR,,CC-HR-01,UPI,Approved
TXN-105751,2023-07-19,Sales,Revenue,Contract Revenue,11321.1,GBP,0.73,CC-SALES-02,UPI,Pending
TXN-101564,2023-07-19,HR,Expense,Payroll Taxes,18934.25,INR,,CC-HR-01,Credit,Approved
TXN-108868,2023-07-19,Sales,Revenue,Service Revenue,2030.02,EUR,0.74,CC-SALES-02,UPI,Approved
TXN-126517,2023-07-19,Sales,Revenue,License Sales,529.83,USD,0.79,CC-SALES-03,Bank Transfer,Rejected
TXN-114385,2023-07-19,Operations,Expense,Supplies,7444.81,USD,,CC-OPS-02,UPI,Approved
TXN-121574,2023-07-19,Sales,Expense,Sales Commission,376.08,USD,,CC-SALES-02,Bank Transfer,Approved
TXN-105147,2023-07-20,Sales,Revenue,Subscription Revenue,7426.82,USD,0.55,CC-SALES-03,Bank Transfer,Approved
TXN-107198,2023-07-20,IT,Expense,Cybersecurity,3326.26,USD,,CC-IT-02,Bank Transfer,Approved
TXN-102862,2023-07-20,Marketing,Revenue,Campaign Revenue,5648.38,INR,0.51,CC-MKT-03,Credit,Pending
TXN-110682,2023-07-20,IT,Expense,Cybersecurity,850.37,USD,,CC-IT-02,Bank Transfer,Approved
TXN-109934,2023-07-20,Operations,Expense,Logistics Costs,4976.05,USD,,CC-OPS-01,Bank Transfer,Approved
TXN-115079,2023-07-20,Sales,Revenue,Contract Revenue,1630.36,GBP,0.61,CC-SALES-02,Credit,Approved
TXN-114746,2023-07-20,Marketing,Expense,Brand Development,257.09,EUR,,CC-MKT-03,UPI,Approved
TXN-120924,2023-07-20,IT,Revenue,Software Sales,128448.77,INR,0.68,CC-IT-02,Bank Transfer,Pending
TXN-116359,2023-07-20,Sales,Revenue,Product Sales,7282.28,USD,0.71,CC-SALES-01,UPI,Approved
TXN-108853,2023-07-20,IT,Revenue,Cloud Services Revenue,18583.22,INR,0.77,CC-IT-01,Cash,Approved
TXN-107538,2023-07-20,Operations,Revenue,Consulting Revenue,7801.16,USD,0.5,CC-OPS-02,Bank Transfer,Approved
TXN-124325,2023-07-20,HR,Expense,Training Programs,8879.97,EUR,,CC-HR-01,Bank Transfer,Approved
TXN-121777,2023-07-20,Operations,Revenue,Consulting Revenue,62597.55,USD,0.41,CC-OPS-01,Credit,Approved
TXN-124087,2023-07-20,IT,Expense,Network Costs,27683.6,GBP,,CC-IT-01,Cash,Approved
TXN-106593,2023-07-20,HR,Expense,Payroll Taxes,64787.04,EUR,,CC-HR-01,Bank Transfer,Pending
TXN-103927,2023-07-20,HR,Expense,Salaries,7846.13,USD,,CC-HR-01,Bank Transfer,Pending
TXN-120462,2023-07-20,Operations,Expense,Supplies,447.99,INR,,CC-OPS-03,UPI,Pending
TXN-112703,2023-07-20,Sales,Revenue,Service Revenue,24423.78,USD,0.76,CC-SALES-01,Bank Transfer,Approved
TXN-111226,2023-07-20,Marketing,Revenue,Affiliate Revenue,4263.23,USD,0.39,CC-MKT-01,Bank Transfer,Approved
TXN-116498,2023-07-20,IT,Expense,Software Licenses,4355.57,INR,,CC-IT-02,Credit,Approved
TXN-109700,2023-07-20,Operations,Expense,Utilities,1441.0,USD,,CC-OPS-03,Credit,Approved
TXN-123543,2023-07-20,IT,Revenue,Cloud Services Revenue,11015.52,USD,0.55,CC-IT-01,Bank Transfer,Approved
TXN-115788,2023-07-20,Operations,Expense,Office Rent,54657.47,INR,,CC-OPS-03,Cash,Approved
TXN-107597,2023-07-20,Sales,Expense,Sales Commission,5227.71,INR,,CC-SALES-02,Bank Transfer,Pending
TXN-102803,2023-07-20,Sales,Revenue,Contract Revenue,9162.84,USD,0.69,CC-SALES-02,Bank Transfer,Approved
TXN-102524,2023-07-20,Sales,Revenue,Subscription Revenue,818.45,USD,0.7,CC-SALES-03,Credit,Rejected
TXN-100597,2023-07-21,IT,Expense,IT Support,12888.24,GBP,,CC-IT-02,Credit,Approved
TXN-103425,2023-07-21,Sales,Expense,Travel Expenses,1106.05,INR,,CC-SALES-02,Bank Transfer,Approved
TXN-121960,2023-07-21,IT,Revenue,Cloud Services Revenue,4810.25,INR,0.65,CC-IT-02,Bank Transfer,Approved
TXN-108393,2023-07-21,Sales,Revenue,Service Revenue,4415.03,INR,0.4,CC-SALES-01,Credit,Approved
TXN-128603,2023-07-21,Operations,Expense,Logistics Costs,52.41,USD,,CC-OPS-03,Credit,Approved
TXN-121652,2023-07-21,IT,Expense,Cybersecurity,4649.44,USD,,CC-IT-02,Bank Transfer,Approved
TXN-113987,2023-07-21,Sales,Revenue,Product Sales,6203.79,GBP,0.55,CC-SALES-02,UPI,Pending
TXN-117560,2023-07-21,Sales,Revenue,Subscription Revenue,714.96,INR,0.61,CC-SALES-01,Bank Transfer,Approved
TXN-124018,2023-07-21,HR,Expense,Employee Events,18705.97,INR,,CC-HR-01,Cash,Approved
TXN-119147,2023-07-21,Sales,Expense,Sales Tools,488.0,EUR,,CC-SALES-02,Cash,Approved
TXN-122506,2023-07-21,HR,Revenue,Recruitment Fees,14873.93,USD,0.26,CC-HR-02,Bank Transfer,Approved
TXN-121629,2023-07-21,Sales,Expense,Client Entertainment,491.56,INR,,CC-SALES-01,Bank Transfer,Approved
TXN-125083,2023-07-21,Marketing,Revenue,Event Revenue,8568.35,GBP,0.56,CC-MKT-02,Bank Transfer,Pending
TXN-124846,2023-07-21,Marketing,Revenue,Event Revenue,11585.89,EUR,0.48,CC-MKT-03,Credit,Approved
TXN-108010,2023-07-21,Sales,Revenue,Subscription Revenue,1834.52,USD,0.7,CC-SALES-01,UPI,Approved
TXN-124903,2023-07-21,HR,Expense,Salaries,18776.25,EUR,,CC-HR-02,Credit,Pending
TXN-102031,2023-07-21,IT,Expense,Cloud Infrastructure,1801.78,EUR,,CC-IT-01,Credit,Approved
TXN-101581,2023-07-21,Sales,Revenue,License Sales,7372.19,GBP,0.68,CC-SALES-03,Credit,Approved
TXN-107416,2023-07-21,Sales,Expense,Client Entertainment,1464.4,EUR,,CC-SALES-02,Bank Transfer,Approved
TXN-111741,2023-07-21,Marketing,Expense,Content Creation,1686.57,INR,,CC-MKT-02,UPI,Approved
TXN-117586,2023-07-21,Sales,Expense,Client Entertainment,775.66,INR,,CC-SALES-02,UPI,Pending
TXN-114860,2023-07-21,HR,Expense,Recruitment Costs,8662.83,EUR,,CC-HR-02,Credit,Approved
TXN-110655,2023-07-21,Marketing,Expense,Content Creation,5020.23,INR,,CC-MKT-01,Cash,Approved
TXN-112239,2023-07-21,Sales,Revenue,Subscription Revenue,1150.94,USD,0.65,CC-SALES-01,Bank Transfer,Approved
TXN-121118,2023-07-21,HR,Expense,Salaries,6186.42,USD,,CC-HR-01,Credit,Approved
TXN-104442,2023-07-21,Operations,Expense,Equipment Purchase,363.44,USD,,CC-OPS-02,UPI,Pending
TXN-116825,2023-07-21,Sales,Revenue,License Sales,813.84,USD,0.57,CC-SALES-03,Bank Transfer,Approved
TXN-105343,2023-07-21,Operations,Expense,Supplies,774.5,USD,,CC-OPS-01,Bank Transfer,Approved
TXN-128990,2023-07-21,Sales,Revenue,Subscription Revenue,2882.23,USD,0.7,CC-SALES-01,Bank Transfer,Approved
TXN-108524,2023-07-21,IT,Expense,Cloud Infrastructure,1811.28,INR,,CC-IT-01,Bank Transfer,Approved
TXN-102761,2023-07-21,IT,Expense,IT Support,67627.46,USD,,CC-IT-02,Bank Transfer,Approved
TXN-113555,2023-07-21,Marketing,Expense,Content Creation,8213.88,EUR,,CC-MKT-02,Credit,Approved
TXN-119774,2023-07-21,Sales,Expense,Trade Show Costs,1490.86,USD,,CC-SALES-01,Credit,Pending
TXN-111555,2023-07-21,HR,Expense,Benefits,62216.23,GBP,,CC-HR-01,Bank Transfer,Approved
TXN-127612,2023-07-21,IT,Revenue,Software Sales,7636.27,EUR,0.64,CC-IT-02,Bank Transfer,Approved
TXN-115294,2023-07-21,Operations,Expense,Logistics Costs,191.97,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-116639,2023-07-21,Sales,Revenue,Service Revenue,4586.61,USD,0.7,CC-SALES-02,Bank Transfer,Approved
TXN-107133,2023-07-21,Sales,Expense,Sales Tools,337.89,USD,,CC-SALES-02,UPI,Approved
TXN-124803,2023-07-21,Sales,Revenue,License Sales,563.54,INR,0.61,CC-SALES-01,Bank Transfer,Approved
TXN-115394,2023-07-21,Marketing,Expense,SEO Services,16340.97,EUR,,CC-MKT-01,Cash,Approved
TXN-120157,2023-07-21,IT,Expense,Hardware Purchase,2631.05,INR,,CC-IT-01,UPI,Approved
TXN-100562,2023-07-21,Sales,Revenue,Contract Revenue,3567.92,EUR,0.61,CC-SALES-01,Bank Transfer,Approved
TXN-121018,2023-07-21,Operations,Expense,Maintenance,11056.55,USD,,CC-OPS-02,Credit,Approved
TXN-126356,2023-07-22,IT,Expense,Cybersecurity,7848.29,USD,,CC-IT-02,Bank Transfer,Approved
TXN-105349,2023-07-22,IT,Expense,Network Costs,16463.83,USD,,CC-IT-01,Bank Transfer,Approved
TXN-101271,2023-07-22,Operations,Expense,Equipment Purchase,474.38,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-127932,2023-07-22,Sales,Expense,Travel Expenses,1186.22,INR,,CC-SALES-03,Bank Transfer,Pending
TXN-115780,2023-07-22,HR,Expense,Training Programs,17178.27,EUR,,CC-HR-01,Bank Transfer,Approved
TXN-113784,2023-07-22,Operations,Expense,Supplies,1944.83,USD,,CC-OPS-01,Cash,Approved
TXN-101159,2023-07-22,HR,Expense,Training Programs,3241.52,INR,,CC-HR-02,Credit,Approved
TXN-107767,2023-07-22,Sales,Expense,Sales Commission,784.04,INR,,CC-SALES-01,Bank Transfer,Pending
TXN-105609,2023-07-22,Operations,Expense,Equipment Purchase,2670.14,EUR,,CC-OPS-02,Bank Transfer,Approved
TXN-106457,2023-07-22,IT,Expense,Network Costs,28669.28,EUR,,CC-IT-01,Credit,Approved
TXN-112958,2023-07-22,Sales,Revenue,License Sales,2255.16,USD,0.6,CC-SALES-01,Bank Transfer,Approved
TXN-100278,2023-07-22,Sales,Expense,Travel Expenses,1208.39,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-124761,2023-07-22,Sales,Revenue,Contract Revenue,12476.18,GBP,0.64,CC-SALES-03,Credit,Approved
TXN-118917,2023-07-22,HR,Expense,Benefits,61446.08,EUR,,CC-HR-02,Credit,Approved
TXN-101017,2023-07-22,HR,Expense,Recruitment Costs,5703.36,USD,,CC-HR-01,Bank Transfer,Approved
TXN-107472,2023-07-22,Sales,Revenue,Product Sales,8844.21,GBP,0.52,CC-SALES-01,Bank Transfer,Approved
TXN-123545,2023-07-22,Marketing,Expense,Social Media Ads,3010.12,USD,,CC-MKT-02,UPI,Approved
TXN-121367,2023-07-22,HR,Expense,Payroll Taxes,1592.73,GBP,,CC-HR-02,Credit,Pending
TXN-110997,2023-07-22,Sales,Revenue,Subscription Revenue,4108.93,USD,0.71,CC-SALES-02,Bank Transfer,Approved
TXN-107275,2023-07-22,HR,Revenue,Recruitment Fees,6233.13,EUR,0.2,CC-HR-02,Bank Transfer,Approved
TXN-106179,2023-07-22,HR,Expense,Training Programs,37153.11,USD,,CC-HR-02,Bank Transfer,Pending
TXN-116194,2023-07-22,Sales,Revenue,License Sales,4338.83,EUR,0.66,CC-SALES-03,Credit,Approved
TXN-126425,2023-07-22,HR,Expense,Employee Events,38937.05,USD,,CC-HR-02,UPI,Approved
TXN-110341,2023-07-22,Operations,Expense,Utilities,1033.62,INR,,CC-OPS-02,Bank Transfer,Approved
TXN-127337,2023-07-22,Sales,Revenue,Product Sales,19550.48,GBP,0.6,CC-SALES-03,Cash,Approved
TXN-121453,2023-07-22,Sales,Revenue,Subscription Revenue,24449.52,USD,0.6,CC-SALES-03,Bank Transfer,Approved
TXN-114543,2023-07-22,Sales,Revenue,Contract Revenue,34195.81,USD,0.75,CC-SALES-01,Bank Transfer,Approved
TXN-129387,2023-07-22,Operations,Revenue,Operational Revenue,4204.54,GBP,0.49,CC-OPS-04,Bank Transfer,Approved
TXN-123729,2023-07-22,Sales,Revenue,License Sales,32034.95,USD,0.58,CC-SALES-02,UPI,Approved
TXN-129064,2023-07-22,HR,Expense,Recruitment Costs,20931.57,INR,,CC-HR-02,Credit,Approved
TXN-128500,2023-07-22,IT,Expense,Network Costs,550.84,INR,,CC-IT-02,Cash,Pending
TXN-122651,2023-07-22,HR,Expense,Benefits,24619.27,EUR,,CC-HR-01,Bank Transfer,Approved
TXN-115060,2023-07-22,IT,Revenue,Cloud Services Revenue,3125.64,USD,0.82,CC-IT-02,Credit,Approved
TXN-115057,2023-07-22,Sales,Revenue,Product Sales,5337.75,USD,0.65,CC-SALES-03,Credit,Approved
TXN-104835,2023-07-22,Sales,Revenue,Subscription Revenue,2689.25,INR,0.64,CC-SALES-03,Bank Transfer,Approved
TXN-121003,2023-07-22,Operations,Expense,Maintenance,362.99,USD,,CC-OPS-03,Credit,Approved
TXN-126169,2023-07-22,Sales,Revenue,Product Sales,82287.88,USD,0.79,CC-SALES-02,Credit,Approved
TXN-125000,2023-07-22,IT,Expense,Hardware Purchase,5411.75,USD,,CC-IT-02,Bank Transfer,Approved
TXN-112747,2023-07-22,Marketing,Expense,SEO Services,8513.73,USD,,CC-MKT-02,Bank Transfer,Approved
TXN-100418,2023-07-22,HR,Expense,Training Programs,3088.92,INR,,CC-HR-01,Bank Transfer,Approved
TXN-118804,2023-07-23,Operations,Expense,Equipment Purchase,1367.33,INR,,CC-OPS-01,UPI,Approved
TXN-123608,2023-07-23,IT,Expense,IT Support,20569.88,USD,,CC-IT-02,Credit,Approved
TXN-127263,2023-07-23,Sales,Revenue,Subscription Revenue,2862.05,GBP,0.52,CC-SALES-02,Credit,Pending
TXN-125218,2023-07-23,Sales,Expense,Client Entertainment,3126.5,INR,,CC-SALES-01,UPI,Approved
TXN-127538,2023-07-23,Sales,Expense,Sales Commission,1506.07,USD,,CC-SALES-02,Bank Transfer,Approved
TXN-112169,2023-07-23,Sales,Revenue,Service Revenue,3521.78,USD,0.62,CC-SALES-03,UPI,Approved
TXN-105275,2023-07-23,Sales,Revenue,Contract Revenue,9357.52,INR,0.55,CC-SALES-03,Bank Transfer,Approved
TXN-110336,2023-07-23,HR,Expense,Employee Events,5218.59,USD,,CC-HR-02,UPI,Approved
TXN-127406,2023-07-23,Sales,Revenue,Product Sales,4053.45,GBP,0.63,CC-SALES-03,Bank Transfer,Approved
TXN-119970,2023-07-23,Sales,Expense,Sales Commission,1224.33,INR,,CC-SALES-02,Credit,Approved
TXN-119432,2023-07-23,Operations,Expense,Office Rent,393.41,GBP,,CC-OPS-02,Bank Transfer,Approved
TXN-114621,2023-07-23,HR,Expense,Training Programs,528.14,USD,,CC-HR-02,Bank Transfer,Approved
TXN-110403,2023-07-23,Sales,Revenue,Service Revenue,4869.85,GBP,0.67,CC-SALES-01,Bank Transfer,Pending
TXN-111038,2023-07-23,Sales,Revenue,Product Sales,2273.91,EUR,0.67,CC-SALES-01,Bank Transfer,Pending
TXN-126985,2023-07-23,IT,Expense,Cybersecurity,2298.83,INR,,CC-IT-01,Credit,Approved
TXN-109896,2023-07-23,Marketing,Expense,Brand Development,1659.37,INR,,CC-MKT-02,Bank Transfer,Rejected
TXN-116584,2023-07-23,Operations,Expense,Logistics Costs,11025.96,INR,,CC-OPS-01,Bank Transfer,Approved
TXN-102709,2023-07-23,HR,Expense,Employee Events,6808.12,USD,,CC-HR-01,Credit,Approved
TXN-114788,2023-07-23,Sales,Revenue,License Sales,18446.72,INR,0.7,CC-SALES-03,Credit,Pending
TXN-109014,2023-07-23,Sales,Expense,Client Entertainment,4714.55,INR,,CC-SALES-03,Credit,Approved
TXN-122110,2023-07-23,HR,Expense,Recruitment Costs,23538.5,USD,,CC-HR-02,Credit,Approved
TXN-115786,2023-07-23,HR,Expense,Benefits,13616.55,USD,,CC-HR-02,Bank Transfer,Approved
TXN-107466,2023-07-23,HR,Expense,Benefits,46789.58,INR,,CC-HR-02,Credit,Rejected
TXN-117388,2023-07-23,IT,Expense,Network Costs,1157.52,GBP,,CC-IT-01,UPI,Approved
TXN-126962,2023-07-23,Sales,Revenue,License Sales,24448.84,USD,0.7,CC-SALES-01,UPI,Pending
TXN-111019,2023-07-23,Operations,Expense,Utilities,12539.99,USD,,CC-OPS-02,Bank Transfer,Approved
TXN-120573,2023-07-23,Sales,Revenue,License Sales,51241.05,GBP,0.72,CC-SALES-01,UPI,Approved
TXN-109311,2023-07-23,Marketing,Expense,Content Creation,647.67,USD,,CC-MKT-01,UPI,Pending
TXN-118612,2023-07-23,Marketing,Revenue,Event Revenue,2943.52,EUR,0.51,CC-MKT-02,UPI,Approved
TXN-107400,2023-07-23,Sales,Revenue,Contract Revenue,11305.88,USD,0.66,CC-SALES-01,Bank Transfer,Approved
TXN-103572,2023-07-23,Operations,Expense,Maintenance,1936.19,INR,,CC-OPS-01,Credit,Approved
TXN-119184,2023-07-23,IT,Expense,Hardware Purchase,1994.13,USD,,CC-IT-01,Credit,Approved
TXN-109506,2023-07-23,Operations,Expense,Maintenance,938.04,USD,,CC-OPS-01,Bank Transfer,Approved
TXN-114492,2023-07-23,Sales,Revenue,License Sales,20069.7,USD,0.57,CC-SALES-03,UPI,Approved
TXN-124643,2023-07-23,Sales,Revenue,Contract Revenue,5299.29,USD,0.5,CC-SALES-03,Bank Transfer,Pending
TXN-123076,2023-07-23,HR,Expense,Recruitment Costs,40188.42,USD,,CC-HR-01,Credit,Approved
TXN-104327,2023-07-23,Operations,Expense,Maintenance,661.02,EUR,,CC-OPS-02,Bank Transfer,Approved
TXN-118312,2023-07-23,Operations,Expense,Maintenance,39768.92,USD,,CC-OPS-02,UPI,Approved
TXN-126782,2023-07-23,Sales,Revenue,Service Revenue,8062.13,USD,0.69,CC-SALES-03,Credit,Approved
TXN-113334,2023-07-23,Operations,Expense,Utilities,3160.81,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-113246,2023-07-23,Sales,Expense,Trade Show Costs,987.67,USD,,CC-SALES-02,UPI,Pending
TXN-121319,2023-07-23,Sales,Revenue,Service Revenue,2987.74,USD,0.55,CC-SALES-02,Cash,Approved
TXN-108769,2023-07-23,IT,Expense,Network Costs,1206.38,USD,,CC-IT-02,Bank Transfer,Approved
TXN-122949,2023-07-24,HR,Expense,Payroll Taxes,1638.53,INR,,CC-HR-01,Credit,Approved
TXN-101767,2023-07-24,Sales,Revenue,Subscription Revenue,8154.44,USD,0.53,CC-SALES-02,UPI,Approved
TXN-119514,2023-07-24,IT,Revenue,Software Sales,19313.98,USD,0.8,CC-IT-02,Credit,Approved
